Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe330032003000,Matthew Paul,0.35,32,20,91529,Brass,456.3,99.59,Yes,No,Yes,Waterways,No,Working Class,No,07/21/17,07/23/17,"South Dillontown, MN 59843",-2166.06
fffe3600360037003200,Leslie Leisenring,0.65,31,12,4475,Clay,27.1,24.77,No,No,No,Roadways,Yes,Working Class,No,03-05-2017,03-07-2017,"Andrefort, HI 97590",-569.38
fffe3200330035003200,Robert Clements,,30,8,10547,Bronze,38.22,33.93,Yes,No,No,,No,Working Class,No,07-11-2016,07-07-2016,"Lake Abigail, KY 67586",-579.35
fffe3100360031003300,Nicolas Matherly,0.22,16,7,3330,Brass,11.22,20.81,Yes,No,No,Waterways,No,Working Class,Yes,12-09-2016,12-10-2016,"South Bruceview, MA 51708",-205.17
fffe3600310036003100,John Dodd,0.58,15,6,44125,Stone,86.41,88.26,No,Yes,No,,No,Working Class,No,06-07-2015,06-03-2015,"Ariasborough, IL 80436",-3280.77
fffe3200390031003200,Glady Lund,0.28,3,3,,Stone,6.08,13.82,No,Yes,Yes,Roadways,No,Working Class,No,10-11-2017,10-10-2017,"Terranceport, OH 39547",-223.93
fffe3400370030003000,Helen Nguyen,0.74,19,7,929,,9.38,10.47,No,No,No,Roadways,Yes,Working Class,No,09/13/18,09/15/18,"Dianaside, MT 01209",-941.39
fffe3200390033003200,Jess Moore,,3,2,85,Marble,5.64,14.19,No,Yes,No,Airways,No,Working Class,No,12-04-2017,12-07-2017,"West Michelleton, ID 55392",-256.53
fffe3200320035003300,Martha Bednarz,0.74,23,7,1404,Clay,5.49,17.91,No,No,No,Roadways,Yes,Working Class,,08/31/16,08/28/16,"Barajasfort, AL 71760",-476.36
fffe3100320035003400,Helen Mcbeth,0.37,23,10,444173,Stone,2359.05,65.95,No,No,Yes,,No,Working Class,No,06/18/16,06/14/16,"Garciaside, GA 77709",-6102.69
fffe310034003800,Myriam Mcdonald,0.13,31,12,338703,Marble,179.03,25.76,No,No,No,Roadways,No,Working Class,,03/19/15,03/15/15,"New Ericview, NV 45161",-655.22
fffe3900340033003500,Nathan Copher,0.27,14,6,335,Aluminium,4.15,21.65,No,No,No,Roadways,No,Working Class,No,06/21/18,06/19/18,"Websterton, ME 17456",-177.7
fffe3600390033003000,Jasmine Eadie,0.45,36,15,110410,Brass,188.57,33.45,Yes,No,No,Waterways,No,Working Class,No,09-12-2015,09/15/15,"Elizabethmouth, DE 39365",-651.66
fffe3900370038003200,Eric Smith,0.43,4,3,32,Aluminium,4.16,22.2,No,No,No,Roadways,No,Working Class,Yes,09-06-2017,09-10-2017,"Hernandezhaven, MA 36632",-161.78
fffe3100320037003300,Ramona Devos,,,6,182,,4.01,16.92,No,No,Yes,,No,Working Class,No,01-03-2016,01-04-2016,"South Oliviamouth, SD 63646",-115.86
fffe3800390035003900,Aaron Radford,0.17,14,6,393,Aluminium,6.33,22.54,No,Yes,No,Airways,No,Working Class,No,08/17/18,08/15/18,FPO AA 22088,-174.99
fffe3900370032003700,Walter Marcus,0.5,30,20,870,Wood,6.41,16.11,Yes,Yes,Yes,Airways,No,Wealthy,No,08-02-2017,07/31/17,APO AP 83164,-475.08
fffe3400310033003100,Andrew Compton,0.43,15,8,163,Wood,3.19,13.89,No,No,Yes,Roadways,No,Working Class,,04/22/17,04/19/17,"South Carloston, OH 25487",-182.93
fffe380032003600,Terrie Barnes,0.12,24,,301767,Stone,715.93,52.35,Yes,No,Yes,Waterways,No,Working Class,No,07/28/15,07/28/15,"North Annaland, TN 09467",-1933.07
fffe3200380037003100,Brandon Bloodworth,0.64,12,8,285,Aluminium,3.62,21.02,No,No,No,Roadways,No,Working Class,No,06-10-2019,06/14/19,"Lake Andreatown, RI 76562",-248.57
fffe3900360033003600,Jennifer Stein,0.41,16,6,127,Wood,5.18,20.07,No,Yes,No,Airways,No,Working Class,No,10/22/18,10/23/18,"Port Jeffrey, OH 85677",-197.47
fffe3900370034003600,Charles Bell,0.78,16,7,267,Aluminium,3.19,11.17,Yes,No,Yes,Waterways,No,Working Class,No,12/23/18,12/20/18,APO AE 76540,-302.53
fffe3800390033003500,Ernesto Hoskins,0.42,10,4,57,Aluminium,6.92,24.71,No,No,Yes,Waterways,No,Working Class,No,06-05-2017,06-05-2017,"Lake Rebeccaside, NC 38103",-237.86
fffe3300350035003100,Marshall Johnson,,41,18,28778,Bronze,97.34,87.21,No,No,Yes,Roadways,No,Wealthy,,01/20/19,01/20/19,"New Katiebury, MI 71214",-1312.68
fffe3400360035003400,Darrell Moshier,0.25,37,8,13611,Bronze,32.43,69.33,No,No,Yes,Waterways,No,Working Class,No,10/29/15,10/26/15,"Lindaport, VT 69682",-604.6
fffe3300390037003700,Jean Perry,0.81,25,7,220,Wood,3.2,20.51,No,No,Yes,,No,Working Class,No,11/13/18,11-10-2018,"West Melissastad, HI 15517",-567.81
fffe3400320035003000,Henrietta Bergeron,,14,,150,Wood,6.42,13.76,Yes,No,No,Waterways,No,Working Class,Yes,08-08-2019,08-04-2019,"Christophershire, CO 01611",-326.91
fffe3400320033003100,Sonia Ping,0.67,22,8,241688,Stone,661.51,78.79,Yes,Yes,Yes,,No,Wealthy,No,12/17/16,12/18/16,"North Allen, FL 89123",-17963.1
fffe3400330037003600,Nathan Ross,0.76,16,6,,Aluminium,6.19,16.64,Yes,Yes,Yes,Airways,No,Working Class,,11/16/18,11-12-2018,DPO AP 22234,-588.97
fffe3700390039003000,Jennifer Leblanc,0.69,13,6,1328,Bronze,6.36,11.62,No,No,Yes,Roadways,No,Working Class,No,08/20/15,08/20/15,FPO AA 73730,-345.16
fffe3600300033003100,Melissa Arriaga,0.52,6,5,5741,Stone,30.53,81.56,Yes,No,No,Waterways,No,Working Class,No,01/15/18,01/19/18,"Cynthiafurt, KY 08897",-661.2
fffe3500310032003800,Lori Heath,0.18,20,6,157,Wood,4.98,10.66,No,Yes,Yes,Airways,No,Wealthy,No,06/18/18,06/16/18,"Micheleshire, NV 68873",-141.17
fffe3200350032003600,Sonja Lott,0.71,45,,832,Wood,4.33,10.78,Yes,Yes,No,Airways,No,Wealthy,,05-12-2018,05/16/18,"Watsonburgh, IL 47338",-404.9
fffe3400310037003400,Vilma Cruz,,13,6,879,Bronze,7.08,14.91,No,No,No,Roadways,No,Working Class,No,09-05-2018,09-07-2018,"Hannahmouth, MA 33209",-352.88
fffe3100390038003900,Dwight Serviss,0.41,16,,59337,,48.13,54.25,No,No,No,,No,Working Class,,08/16/17,08/16/17,"South Brianland, SC 38755",-673.15
fffe3300310038003800,Shannon Schultz,0.8,,20,2583679,,21161.39,74.42,No,Yes,No,Roadways,No,Working Class,No,06/27/15,06/25/15,"Marshallport, NE 08805",-115787.86
fffe3400310030003200,Priscilla Hance,0.11,7,4,442,Brass,3.43,12,No,No,No,Waterways,No,Working Class,,12/14/16,12/15/16,"North Dianaside, RI 94179",-123.57
fffe3100320030003800,Toya Belden,0.81,33,16,98883,Brass,259.2,60.9,No,Yes,No,Airways,No,Working Class,Yes,06-05-2019,06-02-2019,"South Robertmouth, OH 59287",-5585.99
fffe3800330031003200,Mark London,0.17,27,7,210,Wood,3.62,11.65,No,No,Yes,Roadways,No,Working Class,Yes,04/14/15,04/16/15,"Lake William, AZ 12318",-120.85
fffe350038003100,Elaine Martin,0.74,21,12,,,1906.22,61.53,No,No,Yes,Roadways,No,Working Class,No,03/14/17,03/16/17,"New Isaiahview, MO 84748",-3571.53
fffe3400310036003600,Shirley Mendez,0.31,3,2,17,Clay,5.02,21.44,No,Yes,No,Airways,Yes,Wealthy,Yes,07/31/18,08-02-2018,"Lake Joelfurt, OR 46558",-176.03
fffe3700340034003600,Heather Smith,0.96,10,4,254,Clay,6.16,16.25,No,No,Yes,Waterways,Yes,Working Class,No,11-02-2017,11-03-2017,FPO AA 98037,-615.1
fffe3200390038003900,Mildred Sanchez,0.5,29,20,1432756,,4745.6,59.41,Yes,No,Yes,,No,Working Class,,07/22/18,07/22/18,"East Jessica, SD 81187",-20464.18
fffe3200340036003600,Joseph Wilkerson,0.81,46,10,55040,,206.75,73.21,Yes,Yes,No,,No,Wealthy,No,05/30/15,05/28/15,"South Garyfurt, ID 50345",-4959.93
fffe3900330034003900,Daniel Blumenfeld,0.59,39,6,14966,Brass,57.19,93.12,No,No,No,Waterways,No,Working Class,No,07/14/19,07/14/19,"East Nancyview, VA 82160",-1636.4
fffe3900380039003900,Mary Cohen,0.66,8,4,92,Aluminium,6.91,10.71,No,Yes,No,Airways,No,Wealthy,Yes,09/21/15,09/17/15,FPO AP 35358,-304.57
fffe3200300032003800,Ethel Allard,0.74,24,12,,,3.28,23.23,No,No,No,,No,Working Class,No,12-02-2015,12-06-2015,"New Gloriafurt, AK 46820",-431.32
fffe3700330030003100,Katrina Meeks,0.31,5,5,349,Brass,5.81,13.32,No,Yes,No,Airways,No,Wealthy,No,01/25/15,01/27/15,APO AE 32000,-172.58
fffe3900390034003500,Sean Demetriou,0.22,36,10,3003,Clay,5.54,11.85,No,No,No,Roadways,Yes,Working Class,No,02-03-2015,02-02-2015,"Sheilaberg, KY 89137",-174.92
fffe3600320036003700,Frank Duncan,0.44,33,11,1235,,6.27,15.94,Yes,No,Yes,,No,Working Class,No,02-09-2016,02/13/16,"Kimberlyshire, NY 53548",-261.53
fffe350032003700,Gus Johnson,0.44,27,7,204525,Marble,276.87,78.71,No,No,No,,No,Working Class,,06-08-2018,06-08-2018,"New James, WI 91735",-1411.3
fffe3900380036003000,Rebecca Dalphonse,0.26,4,3,14,Aluminium,6.59,17.56,No,Yes,No,Airways,No,Wealthy,Yes,12/15/17,12/17/17,"Nancychester, DC 44713",-157.16
fffe3200380037003400,Joe Contreras,0.18,11,7,,Brass,6.26,17.66,Yes,No,No,Waterways,No,Working Class,No,07-08-2015,07-12-2015,FPO AE 84384,-157.55
fffe3700330035003700,Stephen Teixeira,1,43,13,43735,Bronze,115.44,86.23,Yes,Yes,No,Airways,No,Working Class,Yes,07-07-2016,07-07-2016,"North Travis, OR 80484",-7401.55
fffe3700390034003900,Edna Kuster,0.89,7,5,403,Bronze,5.54,16.9,No,Yes,No,Roadways,No,Working Class,No,02-11-2015,02-09-2015,"Greenstad, NJ 80051",-398.86
fffe3400310030003300,Mary Paine,0.08,20,10,242733,Marble,252.32,53.8,No,No,Yes,Roadways,No,Working Class,No,06/15/17,06/15/17,"North Ashleytown, KY 40719",-873.43
fffe3400310035003400,Kimiko Navarro,0.36,9,,,Bronze,5.74,18.18,No,Yes,Yes,Airways,No,Working Class,No,12-09-2015,12-09-2015,"Watkinsstad, AR 75907",-206.32
fffe3700310036003300,Tommy Vargas,0.35,6,4,2091,Marble,9.62,11.95,No,No,No,Roadways,No,Working Class,No,01-02-2018,12/29/17,"Jarvisfurt, CA 49961",-268.72
fffe3100340030003000,Michell Kaufman,0.82,10,4,65,Aluminium,3.07,18.17,No,No,Yes,,No,Working Class,No,12/13/17,12/13/17,"East Christinaburgh, OK 52416",-290.64
fffe3300330038003000,Adam Taylor,0.27,58,27,24675,Clay,56.86,29.79,No,Yes,No,Roadways,Yes,Wealthy,No,08-09-2015,08/13/15,"Allenstad, NC 67270",-818.83
fffe3200390033003000,Scott Bake,0.35,44,,7940489,Stone,16980.47,69.04,Yes,No,Yes,Waterways,No,Working Class,No,08/28/18,08/31/18,"Torreshaven, KY 59284",-21723.31
fffe3800300031003700,Melvin Edmunds,0.15,18,12,753,Aluminium,4.41,19.31,No,No,No,Airways,No,Working Class,No,06/14/18,06/14/18,APO AA 22924,-146.3
fffe3100350031003700,Martha Moyer,0.37,30,,25238,Bronze,89.21,48.93,No,No,No,Roadways,No,Wealthy,Yes,03/16/15,03/16/15,"North Julieville, NH 73920",-1244.76
fffe3600340038003200,Matthew Anderson,0.12,23,6,128,,6.45,23.83,No,No,Yes,,No,Working Class,No,12/26/18,12/24/18,"West Jason, AZ 53816",-172.25
fffe3700300033003500,Anne Nath,0.19,7,4,105,Clay,4.56,21.18,No,Yes,No,Roadways,Yes,Wealthy,Yes,08/31/17,09-04-2017,"East Stevenside, WA 47569",-165.26
fffe3100360030003800,Carol Roberson,0.89,50,11,97829,Brass,1005.56,36.74,No,No,Yes,,No,Working Class,No,01/21/15,01/25/15,"Nancyville, KS 95657",-4719.74
fffe3600360031003200,Shonna Johnson,0.43,42,18,10374,Clay,17.87,45.38,Yes,No,No,Roadways,Yes,Working Class,Yes,09/18/16,09/17/16,"Michaelborough, AL 56982",-867.52
fffe3400380032003100,Sylvia Gentry,0.1,20,10,717,Aluminium,5.93,19.12,No,No,No,Roadways,No,Working Class,,01-07-2018,01-09-2018,"Philipchester, CA 40509",-129.89
fffe3400320032003100,Crystal Jimenez,0.63,19,6,2240,Brass,10.21,17.03,Yes,No,No,Waterways,No,Working Class,No,03-09-2017,03-11-2017,"New Sarah, MN 40253",-282.95
fffe3900300033003700,Mary Hughes,0.26,15,8,4722,Brass,6.31,14.58,Yes,Yes,Yes,Airways,No,Wealthy,No,04/29/19,04/28/19,"East Thomasmouth, AZ 33272",-350.94
fffe3100330039003500,Jackie Spain,0.16,9,4,,Marble,10.81,14.97,No,No,No,,No,Working Class,No,11-04-2018,11-04-2018,"West Brittanyville, PA 86270",-184.73
fffe3100370039003400,Sterling Gonzalez,0.58,3,2,36,Brass,4.39,11.99,No,Yes,No,,No,Working Class,,07-11-2017,07-10-2017,"Cynthiaberg, NY 38258",-161.67
fffe3200390031003800,David Day,,10,4,5240,,5.35,28.4,Yes,No,No,Waterways,No,Working Class,No,01/26/18,01/27/18,"Ritaport, MI 75536",-567.72
fffe3600320031003200,Scott Armstrong,0.54,10,4,71,Wood,6.19,23.35,No,Yes,No,,No,Working Class,,08/17/15,08/17/15,"West Kevin, NC 55273",-262.19
fffe3200300035003200,Dessie Wade,,4,,,Marble,4.68,12.05,No,No,Yes,Roadways,No,Wealthy,Yes,10/29/15,10/26/15,FPO AE 60172,-217.65
fffe3900310033003000,Helen Coughlin,0.42,42,9,2202536,Stone,8910.21,96.97,Yes,No,No,Waterways,No,Working Class,No,09/13/17,09-10-2017,"Scottmouth, WI 42898",-84990.55
fffe3900360039003900,Elizabeth Mcdaniel,0.72,12,7,337,Clay,6.28,20.26,Yes,No,Yes,Roadways,Yes,Wealthy,No,09/21/18,09/25/18,"Trujilloville, AK 54159",-533.03
fffe3500320037003100,Dorothy Suggs,0.46,40,,4835604,Marble,24069.16,40.12,No,No,No,Waterways,Yes,Working Class,No,07-01-2015,06/27/15,"Freemanland, FL 47151",-47523.2
fffe39003700,James Cruz,0.3,,9,301,Wood,3.15,18.48,Yes,Yes,Yes,,No,Working Class,No,10-10-2018,10-08-2018,"Ayalaville, IN 85014",-223.42
fffe3300330037003900,James Schulist,,22,13,715,Wood,3.06,22.82,Yes,Yes,No,Airways,No,Wealthy,No,08-04-2016,08-05-2016,"Waltersville, OR 55293",-490.22
fffe3400310037003800,Dorothy Degeorge,0.77,,,219,Wood,3.28,11.15,Yes,No,Yes,,No,Working Class,,09/25/16,09/25/16,"North Kenneth, AR 53422",-267.38
fffe3200340037003000,Shirley Dupree,0.42,20,9,331,Wood,5.96,15.33,Yes,No,No,,No,Working Class,,03/16/19,03/14/19,"Johnshire, UT 81990",-198.53
fffe3600320033003400,Rebecca Gaters,0.42,20,8,54822,Marble,47.39,38.87,No,Yes,Yes,Roadways,No,Wealthy,,04/17/19,04/18/19,"Caldwellmouth, NJ 63272",-836.99
fffe380038003700,Marilyn Palmer,0,6,4,79,Aluminium,3.8,18.51,No,Yes,No,Airways,No,Wealthy,Yes,12/27/16,12/24/16,"West Michelle, WV 12783",-149.96
fffe3800320032003500,Lisa Tuttle,0.15,46,19,3192344,Marble,2802.14,70.93,No,No,No,Roadways,Yes,Working Class,No,06-06-2019,06-08-2019,FPO AE 99854,-5888.11
fffe3600320039003300,Brenda Mancha,0.64,42,24,6497,Aluminium,25.95,72.47,No,No,No,Roadways,No,Wealthy,,05/31/16,05/29/16,FPO AA 21026,-1834.32
fffe3900340035003800,Mildred Johnston,0.6,15,7,329,Aluminium,5.1,15.44,No,No,No,Roadways,No,Working Class,Yes,04-11-2018,04-12-2018,"Stewartstad, PA 18312",-248.06
fffe3500360038003800,Eric Lecky,0.09,,11,,Wood,6.06,12.12,Yes,No,Yes,,No,Working Class,,05/22/18,05/26/18,"North Carlabury, KS 40302",-112.56
fffe3700340032003300,Sarah Vincent,0.68,23,17,252208,Marble,1904.42,47.69,No,Yes,No,Airways,No,Wealthy,No,04-03-2019,04-03-2019,DPO AE 91808,-4937.71
fffe3400340035003900,Courtney Applin,0.41,36,11,2000665,Stone,8564.29,51.78,Yes,No,Yes,,No,Working Class,No,09/21/17,09/21/17,"Steeleburgh, WA 71772",-108848.19
fffe3400350036003700,Brian Harris,0.76,24,12,403462,Marble,2227.26,89.85,No,No,No,Roadways,No,Working Class,No,07/21/17,07/22/17,"Port Nathanview, AZ 78246",-8114.24
fffe3200330037003500,Mark Williams,0.18,11,8,2065,Bronze,5.36,14.94,No,No,No,Airways,No,Working Class,No,11-11-2016,11-11-2016,"Andreaborough, MD 65939",-155.85
fffe3700360035003500,Joshua Owens,0.24,28,11,896,Aluminium,3.83,15.43,No,No,No,Roadways,No,Working Class,No,01/31/17,01/28/17,"Kingmouth, OH 54393",-154.19
fffe3800370039003300,Betty Brown,0.07,38,21,12953,Clay,7.08,53.85,No,No,Yes,Airways,Yes,Working Class,No,04-05-2018,04-05-2018,"Lake Marcusport, AK 54974",-475.45
fffe350039003900,David Mcfadden,0.13,9,5,,Bronze,4.3,12.91,No,Yes,Yes,,No,Wealthy,No,03/28/18,03/25/18,"Elizabethhaven, MA 84125",-184.48
fffe3500340031003400,Shirley Jares,0.06,13,7,39956,Stone,56.62,59.6,No,No,Yes,Waterways,No,Working Class,No,02-12-2016,02/16/16,"Caldwellhaven, WV 30717",-385.65
fffe3500310039003800,Maxine Christopher,0.59,7,5,120,,4.01,13.07,No,Yes,Yes,Airways,Yes,Wealthy,No,02/13/19,02/16/19,APO AA 87601,-208.95
fffe3600330039003900,Nancy Stanton,0.4,4,3,226,Marble,5.19,20.8,No,No,Yes,Roadways,No,Wealthy,No,05-01-2016,04/27/16,"Port Christine, DC 21141",-284.86
fffe3500340032003600,Maryjane Hudson,0.05,23,10,151,Wood,6.26,18.06,No,No,No,,No,Working Class,No,05/16/18,05/15/18,"South Josephville, VA 13834",-120.5
fffe3100320035003000,Dorothy Kubie,,51,,23972911,Stone,68090.98,92.93,No,No,No,,No,Working Class,No,01/24/17,01/24/17,"Maxwellside, CA 17927",-588183.2
fffe360038003300,Irene Bruns,0.27,17,7,,Bronze,8.21,22.4,No,No,Yes,,No,Working Class,No,06-11-2017,06/13/17,"Johnsonchester, NJ 18219",-251.1
fffe3100350034003300,Thomas Gritton,0.37,9,,,,4.41,23.94,Yes,No,Yes,,No,Working Class,No,06-03-2018,06-01-2018,"South Evanburgh, RI 81242",-227.45
fffe3200380037003700,Harley Nelson,0,31,16,1641621,Marble,1181.16,93.14,Yes,Yes,No,,No,Working Class,No,10/15/16,10/15/16,"Wardport, PA 15890",-4385.12
fffe3600390039003800,Louie Womble,0.16,20,7,26330,Marble,45.1,40.64,No,No,No,Roadways,No,Working Class,No,02/25/17,02/23/17,"Port Cole, OK 37473",-388.38
fffe3800300034003200,Nancy Dietzel,0.63,7,5,710,Brass,6.61,12.04,No,Yes,No,Airways,No,Working Class,Yes,04/27/15,04/28/15,"Reynoldsbury, NE 38591",-281.72
fffe3300340030003700,Edward Moreau,,13,,99,Wood,5.01,16.12,Yes,No,Yes,,No,Working Class,No,02/20/18,02/19/18,"Annaton, NJ 68823",-253.75
fffe3300350030003300,David Hickling,0.1,18,15,,Wood,6.43,19.89,No,No,No,Airways,No,Working Class,Yes,10/30/18,10/27/18,"Bowersland, ME 46248",-157.66
fffe3100360039003500,Heather Price,0.58,,16,913,Wood,6.08,20.91,No,Yes,No,Airways,No,Wealthy,No,07-08-2016,07-06-2016,"New Timothy, MA 05959",-498.1
fffe3200330038003900,Allen Bradley,,,17,2427691,Marble,17547.88,48.1,No,No,No,Roadways,Yes,Working Class,Yes,02/19/17,02/19/17,"Mitchellfurt, MO 01184",-31313.28
fffe3200330037003300,Trey Manship,0.18,17,6,643,Aluminium,6.84,22.08,No,No,Yes,,No,Wealthy,No,02-07-2015,02-07-2015,"Duffyfort, NM 34404",-195.11
fffe3100380035003900,Tiffany Mercardo,0.22,11,6,619,Brass,3.63,23.25,No,No,Yes,,No,Working Class,No,11/15/16,11/17/16,"Port Michaelmouth, NE 34074",-192.09
fffe3400340034003500,Sara Edwards,0.01,28,10,591,Wood,5.57,14.65,Yes,No,Yes,Airways,No,Working Class,No,04/25/18,04/28/18,"Floydberg, MT 05777",-122.22
fffe3900350036003000,Lee Young,0.65,14,8,163,Wood,3.14,17.36,No,No,Yes,Roadways,No,Working Class,No,06/30/18,07-01-2018,"New Elizabeth, TX 03890",-265
fffe3900310039003200,Denise Freeman,0.33,31,9,898942,Stone,2903.96,96.09,No,No,No,Roadways,No,Working Class,Yes,04/18/16,04/19/16,APO AE 94296,-6146.55
fffe3100360032003900,Evalyn Warner,,7,,4113,Marble,20.84,16.5,No,No,Yes,,No,Working Class,Yes,02/23/19,02/19/19,APO AA 20158,-310.63
fffe3800370038003800,Rosemary Corn,0.44,47,16,3829,Aluminium,8.16,14.61,No,Yes,Yes,Airways,No,Working Class,No,03-12-2018,03-08-2018,"East Cheryl, NC 70645",-560.24
fffe3500370030003500,David Hipple,,16,8,258,Wood,3.05,17.92,No,No,Yes,Roadways,No,Working Class,No,02-02-2015,01/30/15,"Claytonfurt, PA 42474",-442.52
fffe3400300035003700,Steven Thomas,0.62,28,9,20185,Brass,25.68,37.38,No,Yes,No,Airways,No,Working Class,Yes,03/27/15,03/26/15,"South Elizabeth, VA 20439",-1122.36
fffe3200300030003900,Mary Martin,0.41,28,16,,Wood,3.13,24.92,Yes,Yes,No,Airways,No,Working Class,No,11/14/17,11-11-2017,"Sanchezbury, GA 78045",-326.66
fffe3600310038003400,Thelma Provost,0.52,9,5,441,,5.28,13.91,No,Yes,Yes,Roadways,No,Working Class,No,01/18/18,01/19/18,"Port Nicolebury, AL 88990",-225.7
fffe3900370037003600,Clark Pagan,0.34,29,19,51019,Bronze,111.54,94.99,Yes,No,Yes,Waterways,No,Working Class,No,12-12-2016,12/15/16,"Lucasfurt, MA 73980",-1042.36
fffe3900350037003600,Donald Tarantino,0.9,38,22,22025,Clay,205.8,54.95,No,Yes,No,Airways,Yes,Wealthy,Yes,05-04-2019,05-08-2019,"Bonnieburgh, DC 90014",-4975.88
fffe3300340038003300,Denise Lamark,,36,23,1314125,Marble,1368.62,90.75,No,No,Yes,Roadways,Yes,Working Class,Yes,12-07-2017,12-07-2017,"Tuckerville, MI 59841",-3501.71
fffe3500360035003800,David Payne,0.28,7,4,113,,5.2,24.77,Yes,No,Yes,,Yes,Working Class,,10-09-2017,10-09-2017,"Ruizmouth, NC 03445",-205.17
fffe3500350031003300,Shannon Thompson,0.03,3,2,,Brass,5.96,13.53,Yes,No,No,Airways,No,Working Class,No,05-05-2015,05-09-2015,"West Johnbury, NV 80399",-127.07
fffe3300320034003400,Arthur Villagomez,0.65,6,5,4928,,31.52,16.61,Yes,Yes,No,Airways,No,Wealthy,No,01/17/16,01/21/16,"Alanmouth, DE 81311",-496.11
fffe3600390038003400,Keith Olmstead,0.58,13,6,2933,Brass,6.02,13.8,Yes,No,No,Roadways,No,Wealthy,No,03/13/16,03/15/16,"Martinezhaven, CT 56802",-351.12
fffe3900390038003700,James Berry,0.81,9,4,70,Wood,6.37,18.8,No,Yes,No,Airways,No,Working Class,Yes,11-07-2017,11-05-2017,"East James, TX 26324",-448.22
fffe330032003100,Lois Sutherland,0.19,23,6,7533,,15.25,66.31,No,Yes,No,Airways,No,Wealthy,,08/22/16,08/25/16,"Carlosbury, WA 06935",-450.08
fffe33003800,Duane Arroliga,0.22,32,12,11192,Bronze,9.89,82.5,Yes,No,Yes,,No,Working Class,No,01/30/19,01/30/19,"Jessefort, IN 68507",-736.66
fffe3700350035003700,Guy Quiroz,0.82,25,8,7384,Bronze,21.68,95.46,No,Yes,No,Airways,No,Working Class,Yes,04-09-2016,04-05-2016,"Courtneymouth, SC 06514",-2670.39
fffe3500310037003000,Maria Disney,0.49,32,19,30968,,94.79,91.52,No,No,Yes,,No,Working Class,Yes,06/26/18,06/22/18,"Miguelberg, GA 42612",-3774.97
fffe3900320036003100,Juan Dabney,0.28,23,11,736707,Stone,475.61,93.4,Yes,No,No,Airways,No,Working Class,Yes,07/27/17,07/26/17,"Lake Timothy, KY 25145",-5116.85
fffe3100380038003900,Thelma Held,,20,16,460784,Marble,2098.62,69.27,No,No,Yes,,No,Working Class,No,11-11-2018,11/15/18,APO AE 15117,-4419.69
fffe3500330032003900,Janet Sager,0.08,62,17,145936,Bronze,139.18,93.05,Yes,No,Yes,,Yes,Working Class,Yes,05/18/17,05/17/17,"Davidsonberg, NH 12405",-952.94
fffe3200,Mose Fuller,0.33,8,4,2548,Stone,10.14,10.77,No,No,Yes,Roadways,No,Working Class,No,05-08-2017,05-11-2017,"Jamesport, WV 79811",-207.49
fffe3900380033003700,Audrey Keene,0.39,15,6,30515,Marble,37.73,72.63,No,Yes,No,Airways,No,Wealthy,Yes,12/29/15,12/26/15,"Schmidtshire, NJ 23320",-889.79
fffe370031003000,Shirley Stewart,0.54,33,16,1880789,Marble,9728.85,91.41,Yes,No,No,,No,Working Class,No,11/15/18,11/13/18,"East Dianeberg, AZ 03323",-244885.22
fffe3800340035003700,Barbara Wilson,0.12,19,7,109618,Marble,83.45,46.89,No,No,No,Roadways,No,Working Class,No,08/18/16,08/18/16,"Lake Elizabethfurt, NM 45023",-566.43
fffe3600330031003500,Maurice Hilliard,0.49,5,,35,Wood,4.55,15.87,No,No,No,Roadways,No,Working Class,No,05/31/18,05/30/18,"Stephenport, NM 04683",-155.39
fffe3500340031003100,Lori Mcneill,,39,,717,Aluminium,6.48,16.69,No,No,No,Waterways,No,Working Class,No,11/13/18,11/13/18,"New Jamesside, MN 91881",-133.82
fffe3400300036003300,Bernice Powell,,6,4,3513,Stone,11.23,12.73,Yes,Yes,Yes,,No,Wealthy,Yes,05-10-2018,05-09-2018,"Lake Priscilla, AK 82451",-324.3
fffe3500390030003200,Mary Wake,0.96,18,7,123,Wood,4.28,22.25,Yes,No,Yes,Airways,No,Working Class,,12-08-2017,12-11-2017,"Port Charles, VT 06705",-705.98
fffe3400350035003300,Robert Franks,0.72,11,7,277,Aluminium,5.07,15.97,No,Yes,No,,No,Working Class,No,01/25/17,01/27/17,"South Gabrielahaven, WI 46598",-290.65
fffe3900340032003100,Don Webster,0.64,38,20,11196264,Stone,16819.89,75.61,No,No,Yes,Roadways,No,Working Class,No,09/24/15,09/24/15,"Galvanfort, NM 77022",-54076.65
fffe380037003300,Ahmed Mitchell,0.02,36,19,5073,Aluminium,7.5,56.81,No,Yes,No,,No,Working Class,No,12-07-2016,12-10-2016,"Greenbury, VT 14449",-247.25
fffe3100320035003600,Richard Rogers,0.77,17,12,15355,Brass,70.87,60.76,No,No,Yes,,No,Working Class,No,11-06-2017,11-08-2017,"New Brandonview, ID 21416",-3756.61
fffe3300360031003600,Margaret Roden,,33,,5995,Clay,13.32,80.87,No,No,No,Roadways,Yes,Working Class,No,03-12-2017,03/16/17,"North Christian, AR 10685",-1723.86
